,UserName,StarRatings,ReviewTitle,ReviewText,ReviewTime
4544,Susan Triantaphilides,5.0 out of 5 stars,Five Stars,  It's great!," September 4, 2014"
4545,AW,5.0 out of 5 stars,Five Stars,  I love this product. I have been using it for several years now," May 19, 2016"
4546,Lauren Skarjune,5.0 out of 5 stars,non-irritating and actually feels good on. It's definitely pricer than store brands,"  I struggle finding products for my very sensitive skin and this sunscreen is a winner! It's non-greasy, non-irritating and actually feels good on. It's definitely pricer than store brands, but a little bit goes a long way. This is my go-to product!"," August 23, 2017"
4547,Amazon Customer,5.0 out of 5 stars,Five Stars,"  Love this product. I have acne prone skin, this product is not thick and doesn't cause oily skin."," August 4, 2016"
4548,Shawn,2.0 out of 5 stars,"Pump faulty, didn't work",  Came with the defective pump.. never got to use it.. Seemed like the pump was blocked by dried out suscreen.," January 26, 2016"
4549,terri DiBona,5.0 out of 5 stars,Five Stars,  Great product to wear under your make up. Feels great too," July 9, 2016"
4550,Brenda Witherspoon,3.0 out of 5 stars,I don't like this as much as Skinceuticals sunscreen with zinc,"  I don't like this as much as Skinceuticals sunscreen with zinc. Will continue to use until it is gone, may change my mind . It does go on clear and the Skinceuticals product stays white for a short time."," December 13, 2016"
4551,E J Carey,5.0 out of 5 stars,Five Stars,  This is what my dermatologist recommends!  I would go outside without it.," May 31, 2016"
4552,Vicki,1.0 out of 5 stars,SO disappointed in this product,  This product is specifically marketed to those of us with rosacea/acne prone skin. It was a HUGE dissapointment; after using the product for only two days my face broke out TERRIBLY.  Will never use this product line again.," February 17, 2014"
4553,Jill Molter,5.0 out of 5 stars,Five Stars,  Goes on nicely and isn't sticky.," May 9, 2016"
4554,Dawn,5.0 out of 5 stars,This is a good deal.,  My dermatologist sells this for a lot more. This is a good deal.," May 3, 2017"
4555,NK Miller,2.0 out of 5 stars,Made a mess of my skin,"  This seemed like a quality product and I absolutely loved that it left no ghostly pallor to my medium brown skin. However, like many of the writers of most of the other more negative reviews, I too experienced a really awful reaction to this. I started using it while on vacation, and within a couple of days my face and neck were blanketed with a terrible rash. My skin is covered in tiny bumps, and is reddish and painful. I continued to use EltaMD for a few more days after the reaction started as I chalked my skin's strange flare up to the transition to a very warm humid climate (due to the product's description, I really thought it couldn't be the Eltamd that was causing it).Unfortunately, by the time I stopped using it (after 5 daily applications), even my most basic and gentle skin care products stung pretty badly. It's now a couple of days later and my skin is still a mess. Needless to say, I will not be continuing to use it. I'm disappointed that it didn't work for me, it really seemed like the perfect product in my search for a non-chalky, non-comedogenic, fragrance-free facial sunscreen. If you do try it, just be really attentive to how your skin responds within the few days or so and discontinue use ASAP if you experience irritation."," April 4, 2015"
4556,IR,5.0 out of 5 stars,Five Stars,  Best sunscreen ever. Fades scars because of niacinimide content," December 14, 2016"
4557,RAgarwal,5.0 out of 5 stars,Amazing sunscreen,  Love it. Amazing sunscreen.," August 31, 2015"
4558,Domingo,5.0 out of 5 stars,Five Stars,  It is very effective for my wife," July 25, 2016"
4559,Zoila,5.0 out of 5 stars,Five Stars,  Great," June 26, 2016"
4560,far sah,5.0 out of 5 stars,Five Stars,  Great product and easy to apply," June 5, 2016"
4561,GJH,5.0 out of 5 stars,Five Stars,  Like this very much," August 23, 2016"
4562,Elizabeth C. Money,5.0 out of 5 stars,Five Stars,  Best face lotion by far.........," July 12, 2016"
4563,Maureen Carrigg,4.0 out of 5 stars,Doesn't Sting,  i bought this product on the recommendation of a blogger. The product doesn't sting your eyes and feels light when applied. Overall a good product so far," June 29, 2015"
4564,Nye,1.0 out of 5 stars,Pump was a disappointment,"  The pump no longer works after first use. Sunscreen itself is nice, but as a product it's horrible. Proceed at your own risk."," October 14, 2015"
4565,Kohsin ,1.0 out of 5 stars,Design not practical and Not recommended.,"  I have trouble to get the lotion out. Keep pressing the bottle, nothing come out, it's barely used. No other way to try to open the bottle besides cut it open. Design not practical and Not recommended."," July 6, 2015"
4566,j.l,1.0 out of 5 stars,One Star,  This product have me bad sunburn on my face.," May 17, 2018"
4567,J. Humphrey,5.0 out of 5 stars,It works so well,"  I’m absolutely obsessed with this SPF. It works so well for my skin that I’ve now entered it into my skin care daily line up, and it’s an integral part of my line up. I have really bad rosacea, and when I went to a new dermatologist she told me that I needed to use something less oily than the banana boat I was slathering on if I wanted my ease the effects of my rosacea. I started using it in conjunction with this new sulfur based facial mask "," October 5, 2015"
4568,Adam Bishop,1.0 out of 5 stars,The new(?) spout is not as pictured...and is terrible!,"  The picture of this bottle has a spout on it that delivers a nice amount of product.  The actual product I received has a ""flat"" surface...no spout that sputters product out.  I have had it for a few months and it will STILL not stream product out smoothly.  I am so disappointed in the packaging.  I love the product, but will be hesitant to order this again...at least from this supplier...until I can be assured that the pump has a spout.  Seems like a simple thing, but it's very frustrating every day.  I went back to my old bottle and use this less frequently."," March 31, 2016"
4569,William west,5.0 out of 5 stars,Five Stars,  works with no burn.," June 19, 2016"
4570,Sandra L. Kramer,3.0 out of 5 stars,"Although highly recommended, I found it somewhat disappointing","  Although highly recommended, I found it somewhat disappointing.  I have rosacea  so it allegedly helps control redness.  Maybe so but it also causes makeup to roll up when applied.  It worked best for me when I was makeup free."," July 25, 2014"
4571,Happy Wife,5.0 out of 5 stars,Great Non Greasy Protection for sun and chemical sensitive skin,"  I love this, it lasts all day and does not get in your eyes.  I am older and had dry skin.  So I apply moisturizer over it.  Oddly, my daughter who is in her teens finds this drying. Perhaps anyone with slightly dry skin should moisturize over this.  But I think this would be FABULOUS for anyone with oily skin.EDIT:  ok, both of us now find it very drying and so we will only be using it during the oily summer months.  Still looking for a top of the line non-drying but not greasy SPF 40+."," June 14, 2011"
4572,Kim,5.0 out of 5 stars,Great for acne prone skin,  I have acne prone skin. This product was recommended by my derm. I have been using for 6 months and I love it.," February 26, 2011"
4573,Jorge,5.0 out of 5 stars,Five Stars,  Best sunscreen!!! Totally recommended!!," March 19, 2018"
4574,I Like Good Products,5.0 out of 5 stars,Five Stars,  Love it!," June 16, 2016"
4575,lana,5.0 out of 5 stars,Five Stars,  love this product," May 31, 2016"
4576,Sys,5.0 out of 5 stars,Five Stars,  All good.," August 3, 2016"
4577,MS,4.0 out of 5 stars,Four Stars,  Great!," June 15, 2016"
4578,Brandee Paki,2.0 out of 5 stars,Two Stars,  This sunscreen makes my face very itchy.," April 23, 2018"
4579,gene h,5.0 out of 5 stars,Five Stars,  Great stuff!," June 5, 2016"
4580,EJ,5.0 out of 5 stars,Five Stars,  Great sun block.," August 1, 2017"
4581,YINGUSA,5.0 out of 5 stars,Great product,  Smooth.," July 16, 2014"
4582,Keri,5.0 out of 5 stars,GREAT SPF!,"  You could say I'm a connoisseur of facial sunscreen. This one is the best by far. I cannot even tell I have on SPF - it's that smooth and unobtrusive. I can use it everyday without any irritation, and it keeps my face from burning! While it does have minimal chemical sunscreens, it's not oxybenzone which is really bad. In all, an amazing facial sunscreen, highly recommend!"," September 22, 2010"
4583,Porscha,5.0 out of 5 stars,Five Stars,  Use it daily," June 13, 2017"
4584,Z,5.0 out of 5 stars,Five Stars,  Best sunscreen on the planet. A1 Steak Sauce.," September 20, 2016"
4585,Amazon Customer,5.0 out of 5 stars,Five Stars,  i recommended," May 19, 2016"
4586,Samuel L. Carter Jr.,5.0 out of 5 stars,Five Stars,  Nice," May 23, 2017"
4587,Camille Claudel,5.0 out of 5 stars,Five Stars,  Great product," March 18, 2018"
4588,RA,1.0 out of 5 stars,TESTER,"  Got a ""TESTER"". I returned the product."," January 22, 2016"
4589,Blossoms1980,3.0 out of 5 stars,Too Oily and Flakes Off,"  I have been using this sunscreen for some time and thought it was really nice.  When I first began using it, I lived in Chicago and my skin was drier, especially in the winter.  However, since moving down South, I find that it makes my skin extremely oily.  I put it on and it looks like I smeared Crisco on my face.  Also, I find that it flakes off when I rub it in.  I'm giving it 3 stars instead of 1 because it didn't irritate my skin or leave a white cast.  I think it would be perfect for dry skin.  It just didn't work for me.  I'm now using Obagi Matte sunscreen and it's such a relief for my oily skin!"," January 22, 2014"
4590,JL,1.0 out of 5 stars,One Star,  Bottle's pump was not working when received.Unable to pump lotion out.," August 25, 2014"
4591,Svetlana,5.0 out of 5 stars,Five Stars,  A + + + + + Love it!," July 26, 2016"
4592,DM Dixon,5.0 out of 5 stars,Just as promised,"  Perfect, it protects you from the sun better than other sunscreen.Words more words nearly there just a few more."," May 11, 2014"
4593,kama george,2.0 out of 5 stars,Two Stars,  ok," March 21, 2018"
4594,gator031,5.0 out of 5 stars,Five Stars,  Provides excellent protection and moisturizes also," June 19, 2016"
4595,Jennifer Martin,5.0 out of 5 stars,Love this product,  This product is very lightweight and perfect to wear under makeup. No weird smells and blends in easily.," October 27, 2010"
4596,Lilamaye,5.0 out of 5 stars,Love this stuff,  Love this stuff. Rec'd by my dermo. Best sunscreen I've found. Goes on clear and lightweight. My sensitive skin is very happy with this.," August 17, 2015"
4597,Sue,4.0 out of 5 stars,Smells funny,"  Works well and doesn't make my face break out, but smells a little industrial."," February 2, 2016"
4598,JJS,3.0 out of 5 stars,Love the ingredients ...,"  ...but hate the chin acne it gave me.  I used this in conjunction with mineral makeup and my chin just didn't seem to like the double dose of zinc. Even using the OCM and salicylic acid cleanser afterwards, my jawline continued to break out in multiple cysts. GROSS.Another thing I liked was the thin consistency. But the continual breakouts made me give it up."," June 3, 2012"
4599,jojo guo,4.0 out of 5 stars,just ok,  found it from a celebrity and i don't think it worths the comment. but on the whole it is ok for my oily face.however not light enough .," May 9, 2013"
4600,Ash,2.0 out of 5 stars,"Doesn't irritate skin, but virtually unwearable.",  Pills up HORRIBLY on my face no matter how I apply or what I layer it with. Two stars because it doesn't irritate my sensitive skin.," September 24, 2016"
4601,Gary M,5.0 out of 5 stars,Five Stars,  G. S.," July 30, 2016"
4602,Rose,5.0 out of 5 stars,Great product,  Best sunscreen available. I have sensitive skin and this product works wonderfully. You can even mix it with a thick BB cream to make a tinted sunscreen.," September 22, 2013"
4603,LM,1.0 out of 5 stars,I was thoroughly ripped of on this product. My ...,"  I was thoroughly ripped of on this product.  My fault for not looking at the number of ounces.  I pay $32.50 for a SEVEN OUNCE container of Elta MD Broad-Spectrum SPF 45 from my dermatologist.  What I received from this seller was ONE POINT SEVEN OUNCES.  Huge difference!  Based on this seller's price, I would have to pay $227.50 for a 7 ounce container.  This seller should make it more clear that it is a SAMPLE SIZE."," January 4, 2018"
4604,Kate,1.0 out of 5 stars,Caused my rosacea to flare,"  I have sensitive skin and battle moderate rosacea that I keep under control with a few prescription topicals. This product was recommended on a rosacea forum that I frequent, so I thought it would most likely be the perfect sunscreen for me.  The sunscreen is very lightweight and not greasy and all, but within a few hours of having it on my face it caused my rosacea to flare.  Twenty dollars down the drain."," April 13, 2013"
4605,Sonia,5.0 out of 5 stars,Five Stars,  love it!," May 16, 2016"
4606,Traveler2000,5.0 out of 5 stars,Five Stars,  best protection ever," June 5, 2016"
4607,Kathryn,5.0 out of 5 stars,Five Stars,  Great under makeup," June 21, 2018"
4608,Kelly,5.0 out of 5 stars,Five Stars,  The best. Not greasy," July 16, 2016"
4609,MARLENE,1.0 out of 5 stars,Made me break out!,  i have used the regular oil free sunscreen and it worked better for me. I was hoping this would be just as good.," July 13, 2013"
4610,little J,5.0 out of 5 stars,... this product for over a year and it's the best. I have oily and acne-prone skin and this ...,  I had this product for over a year and it's the best. I have oily and acne-prone skin and this product doesn't make me break out.," November 24, 2017"
4611,Shivani,3.0 out of 5 stars,Dries out skin,"  After 2.5 weeks of daily use, this started to really dry out my skin. Also I started to get some irritation and it seems to have made my sensitive skin even more sensitive as I started to get itchy and red patch!On the plus side it is completely clear on my dark skin - I really recommend to dark skinned individuals. It also has an amazing texture, glides on and is so smooth.It also didn't seem to aggravate my acne prone skin too much!"," May 6, 2014"
4612,Yueyang,5.0 out of 5 stars,Five Stars,  feels better than other sunscreen.," August 4, 2016"
4613,Kris,5.0 out of 5 stars,Five Stars,  Good product!," December 31, 2016"
4614,Amazon Customer,4.0 out of 5 stars,I love this product because it moisturizers but doesn't feel greasy ...,  I love this product because it moisturizers but doesn't feel greasy like so many sunscreens. I have not broken out from it. I have Rosaeca with sensitive skin.," June 6, 2016"
4615,KwangHEE HAN,4.0 out of 5 stars,Four Stars,  It's perfect for me but somethings are not enough.," June 2, 2017"
4616,Cristian,1.0 out of 5 stars,Broke me out,  Everything about this sunscreen is great but it makes me break out really bad. I like how it doesn't make me oily and calms my acne but It also makes it really bad. The weird thing is that I only breakout on my forehead with this product.," September 4, 2013"
4617,cfranrn,5.0 out of 5 stars,Five Stars,  works well," July 14, 2016"
4618,Rose Reyes,5.0 out of 5 stars,Best value for Elta!,  Good price versus $65 at the spa. Great condition.," April 13, 2015"
4619,Kristen,5.0 out of 5 stars,Great choice if you have acne scars!,"  This is the fist sunscreen I've tried that I'm willing to wear everyday. For reference, I'm 22 years old, Caucasian, acne-prone, with somewhat oily skin. My main skincare goals are preventing sun damage, preventing acne, and getting rid of my acne-scars (or post-inflamatory hyperpigmentation).I absolutely love this sunscreen! Most importantly, it has good broad spectrum protection (SPF 46 and PPD rating of 16.37, or PA+++). I had to e-mail the company to find out the PPD rating.Secondly, it is the most cosmetically elegant sunscreen I've tried. When it goes on, there is a white cast that is only visible for a few seconds, it quickly fades (although I'm pretty pale, so your milage may vary if you have darker skin). At first, the finish is somewhat greasy but if you let it absorb into your skin for 10-20 minutes, the greasiness subsides. It also looks good under my matte mineral powder foundation. After applying this sunscreen and my foundation I end up with a mostly matte but slightly dewey finish. I like it. It also doesn't make my skin get super greasy over the course of the day. It has not given me any pimples. It's moisturizing, but not super moisturizing.Now I'm getting to the best part - this product has niacinamide. If you don't know what niacinamide is, google it. It's the most magical ingredient. (BTW this is the reason that this sunscreen is slightly more expensive than the other EltaMD sunscreens). More sunscreen companies should make sunscreens with niacinamide! It makes perfect sense, because this is a product that helps fade acne scars. The sun makes acne scars much worse/darker. SO with this sunscreen you are (1) preventing your scars from getting worse and (2) actively fading them! I've seen visible results in only 2 weeks on scars that I've had for YEARS! I have before & after pictures to prove it, and would post them here if I could.TL;DR: If you want to protect your skin from the sun and fade acne scars at the same time, this is the product for you. It is well worth the money. If you don't have any acne scars, I'd probably save a little cash and look into EltaMD UV Physical."," August 16, 2014"
4620,GM,3.0 out of 5 stars,Three Stars,  The bottle was not seal .," February 1, 2016"
4621,Amazon Customer,1.0 out of 5 stars,made me super oily.,"  This made me break out and it didn't work well with make up, made me super oily...my skin is normal-dry and super sensitive."," August 23, 2016"
4622,Mishamag,5.0 out of 5 stars,Great for Sensitive Skin!,"  I started using this sunscreen on the recommendation of my dermatologist, and I've been thrilled with it. I've tried so many sunscreens, and 99% of them cause breakouts for me. This one does not, and it makes my skin texture look smoother (I don't wear makeup) and REALLY works. I have melasma, and it truly protects against the sun, even during long, sunny days on the ski hill. I will be a devoted user for years to come!"," January 27, 2012"
4623,OM,3.0 out of 5 stars,Three Stars,  I have not used it long enough to see the difference. I  will update later when have more feedback.," July 17, 2015"
4624,Amazon Customer,5.0 out of 5 stars,Five Stars,"  Invisible, not greasy, and no negative effects on my sensitive skin"," May 7, 2016"
4625,TLeigh,2.0 out of 5 stars,Sigh,  I was SO hopeful about this purchase...unfortunately my super finicky skin broke out in little white bumps after using this. I'm probably just allergic to one of the ingredients. I'm happy other people have had better luck! But my hunt continues...," May 29, 2014"
4626,J. Ballinger,4.0 out of 5 stars,Four Stars,  Very good protection.," July 24, 2014"
4627,Leslie Ballen,5.0 out of 5 stars,Five Stars,"  Good, djdjensiems tyo"," August 5, 2016"
4628,K.B.,5.0 out of 5 stars,Five Stars,  Great product," June 28, 2016"
4629,Brianna Bristow,2.0 out of 5 stars,Two Stars,  This product unfortunately made my sensitive skin breakout with acne. I had high hopes.," September 5, 2015"
4630,Lisa Y Porras,5.0 out of 5 stars,It's the best!,"  Recommended by my dermatologist. Lightweight. Not greasy, thick, or pasty. It's the best!"," December 31, 2016"
4631,Elizabeth,5.0 out of 5 stars,Five Stars,  this is the best sunscreen ever.," July 15, 2016"
4632,ED,5.0 out of 5 stars,Elta MD Clear,"  I have very sensitive, acne prone skin. I have tried many different sunscreens and this is the only one that does not cause my face to break out.  My skin has actually looked more even and smoother since I started using the Elta MD Clear. Excellent product!"," June 22, 2011"
4633,Riddle Family,5.0 out of 5 stars,Five Stars,  My favorite sunscreen ❤️," July 5, 2016"
4634,G. F,5.0 out of 5 stars,Five Stars,  Excellent!," June 21, 2016"
4635,Michelle Horan,3.0 out of 5 stars,Three Stars,  hydrating version better," November 11, 2016"
4636,J Dax,1.0 out of 5 stars,"Love the product, terrible shipping","  My dermo had recommended this product to me with great enthusiasm and provided me with some samples - so I was excited to receive a full bottle instead of dealing with tiny individual packets.  Unfortunately, when I received the bottle, it came in a flimsy manila envelope lined with bubble wrap.  The box was damaged, and somehow, a good amount of the sunscreen had spilled out into the cap (which was still firmly attached).  (How could that have happened while the envelope was sealed?????)I'm extremely disappointed that I paid full price for a product that couldn't even arrive inside its packaging.  This sunscreen is not cheap.  I was looking forward to ordering the other Elta products from this seller (BeautyandFragrance) but their shoddy care for shipping their products leads me to think that they'd rather have me shop elsewhere.  I look forward to hearing from them if they decide to contact me.In short: LOVE Elta's products!  HATE the way BeautyandFragrance shipped it."," July 25, 2013"
4637,Sharon,5.0 out of 5 stars,Five Stars,  Best sunscreen out there!!!," June 3, 2016"
4638,Amazon Customer,4.0 out of 5 stars,Four Stars,  so far so good," July 1, 2016"
4639,Patricia K,1.0 out of 5 stars,One Star,"  Love this product, but it can be found much cheaper elsewhere."," March 28, 2018"
4640,Amazon Customer,5.0 out of 5 stars,Five Stars,  Recommended by my dermatologist. A great base for foundation--goes on easily and feels very light.," December 28, 2016"
4641,skincare1,1.0 out of 5 stars,LEAST FAVORITE PRODUCT,"  Know that time when you change EVERY product in your routine because youre breaking out, have a rash, or your skin is irritated. Youre trying to find what is causing your porcelain skin to become a red, acne-inflamed mess? Well, that explains about 4 months of my life with this product. I changed my cleanser, toner, moisturizer, exfoliant, serum, etc. NOTHING CHANGED. Then I said let me try to change this product that is SUPPOSEDLY so amazing. Lets see if this is causing the red bumps and the irritated skin! Within 2 days I cleared up about 60%. After a week, I was 90% better. This dumb product is the worst. I dont even know why I tried it.Its silky but it leaves a NOTICEABLE shine on your face. I already have oily skin, I don't need extra shine! Also, my skin felt like it was suffocating, as if the sunscreen were like a plastic bag draining air out of my pores. Im not even being dramatic because the feel of this sunscreen was horrid on my skin. I dont know why I put up with it. I thought it had to be good because everyone ravess about this. Well people on makeupalley.com had the same problem as me, and this product is not recommended my oily, acne-prone people. Youd do better going for elta's spf 45, choosing some liquid SPF, or just not wearing spf at all."," February 8, 2013"
4642,Jean H.,1.0 out of 5 stars,A big disappointment,"  I am religious about wearing sunscreen everyday and am always searching for brands that won't turn my skin white and or roll up into little pieces when rubbed. Although this one felt nice when gong on, a few minutes later I scratched an itch and it came off in rolls, even when worn alone. Not an option at all to wear with other products. Have tried using it on my body to salvage the purchase but it rolls off anywhere you apply it. Definitely do not recommend."," August 31, 2013"
4643,Christina,1.0 out of 5 stars,One Star,  The item was broken and seem to have been used prior to arrival," May 14, 2016"
4644,Amazon Customer,5.0 out of 5 stars,Five Stars,  The product approved my expectations.," June 17, 2016"
4645,Chaoticnot,5.0 out of 5 stars,Five Stars,"  Love this product, great coverage. Fast response and shipping."," May 14, 2016"
4646,Genesis,5.0 out of 5 stars,Five Stars,  5 stars because is so perfect... I'm so happy with this product!!!! High recommend!," November 27, 2016"
4647,Amazon Customer,5.0 out of 5 stars,Five Stars,  Product arrived on time and as described.," June 14, 2016"
4648,Amazon Customer,5.0 out of 5 stars,Five Stars,  Love this product it's beautiful my face looks great loved thanks :)," July 4, 2016"
4649,Janet,2.0 out of 5 stars,Two Stars,  The top was broken.," April 20, 2015"
4650,L. M.,5.0 out of 5 stars,This is the best sunscreen I've found,"  This is the best sunscreen I've found. I'm a medium/dark complexion ( think Beyoncé ) and this sunscreen does not leave a white film on my face. It doesn't clog my pores and I always get compliments that I have nice skin when I wear this sunscreen. My skin is okay on its own, but this sunscreen gives it a healthy glow."," November 1, 2014"
4651,M. J. rivero,1.0 out of 5 stars,serves neither protects against the sun much less stains I ...,  serves neither protects against the sun much less stains I assure," September 12, 2015"
4652,Amazon Customer,5.0 out of 5 stars,Five Stars,"  very good product, i love it"," August 1, 2016"
4653,Abcd,5.0 out of 5 stars,Five Stars,  Literally the best sunscreen I've used.," July 21, 2016"
4654,Samara Cooper,5.0 out of 5 stars,The best,  The best sunscreen I've ever used. So lightweight!," August 30, 2017"
4655,Amazon Customer,5.0 out of 5 stars,Five Stars,  Excellent for the face.," June 23, 2016"
4656,Amazon Customer,5.0 out of 5 stars,Five Stars,  Works perfectly," June 20, 2016"
4657,Amazon Customer,4.0 out of 5 stars,Four Stars,  Great product.," July 2, 2016"
4658,Ross Mestayer,2.0 out of 5 stars,Greasy,  Too greasy for my face.  Broke out after use on face so do not plan on using again on my face.," May 26, 2013"
4659,Amazon Customer,5.0 out of 5 stars,Five Stars,  Great," August 1, 2016"
4660,Geraldine springwater,1.0 out of 5 stars,One Star,  So far is good," December 8, 2017"
4661,cv,1.0 out of 5 stars,major break out,  I used it only twice and I broke out. And I rarely break out. I would not recommend this product. I've used other EltaMD sunscreen and no problems.," May 25, 2014"
4662,sun,4.0 out of 5 stars,Good product,"  This is a good product.My skin is sensitive,but this product is good for me.I think I'll buy it again."," October 26, 2010"
4663,Sandy B,5.0 out of 5 stars,Five Stars,  Love❤️❤️❤️," July 25, 2016"
4664,Penny,5.0 out of 5 stars,Five Stars,  Love this stuff.," May 21, 2016"
4665,Saimah ,5.0 out of 5 stars,Five Stars,  love it," July 18, 2016"
4666,earthmother,1.0 out of 5 stars,My allergies do not make me a good candidate to review this product.,"  I have not used it enough to comment.  There is something in the product I am allergic to; however, I have friends that really like the product."," October 5, 2013"
4667,C Mead,5.0 out of 5 stars,Five Stars,  k," August 4, 2017"
4668,ochousewife,5.0 out of 5 stars,Five Stars,  Awesome," March 29, 2015"
4669,Jinny I.,1.0 out of 5 stars,Do not recommend,"  I believed the comments so I bought it. Yes, it is smooth but if you put on makeup after this product, you could see particles on your face. It does not permeate into my face. I'm so disappointed."," May 31, 2014"
4670,vobsister,3.0 out of 5 stars,Good but not great,"  I like the idea of a mineral-chemical sunblock--all mineral would be best, but it's amazingly difficult to find a mineral sunblock that isn't a misery to use in terms of appearance, pore clogging, and remov<input type="," May 26, 2011"
4671,BammalamaBoo,1.0 out of 5 stars,Thumbs way down...,"  I don't understand why this crap has such high reviews. Not only did it create an ugly opaque (and yet oddly iridescent!) cast, but it also added a greasy sheen every time I wore it--no matter how I tried to blend my make-up to cover it. It just looked so awful that I became too embarrassed to wear it in public (which sort of defeats the whole purpose). It also broke me out."," July 23, 2011"
4672,Deanna,1.0 out of 5 stars,I purchased this product as I love it but when I bought from this company - ...,  I purchased this product as I love it but when I bought from this company - THE PUMP ON THE BOTTLE DOES NOT WORK.  Brand new only one use and I cannot get the product out.  so unhappy.  Cannot return.," February 9, 2016"
4673,Peter Heineman,1.0 out of 5 stars,One Star,  gift??????," May 16, 2016"
4674,Tom Milleson,1.0 out of 5 stars,Faulty Pump,"  If you order this, check the pump as soon as you get it!  I ordered a couple of these and by the time I went to use the second one, the opportunity to complain or return it had expired.  So, I just wasted a bunch of money on a product I can't use.  The manufacturer was even less help.  Stay away from anything manufactured by Swiss-American.  There is a complete lack of concern for any customer issues."," September 15, 2014"
4675,Learning_As_I_Go,5.0 out of 5 stars,Sun protection = less hassle. Finally.,"  I hate sunscreen. I hate going to the beach and slathering it on and sweating and coming back at the end of the day with an oily, mildly broken out face that takes forever to clear back up (mostly because I have to keep putting it on if I go back out to beach/pool/whatever).That said, I have been trying to jump on the bandwagon of people who acknowledge that as annoying as it is, sunscreen is necessary if I want to protect my skin and prevent a lot of the issues I'd be paying for later otherwise. So I've tried several. I've done the regular face sunscreens from the drugstore - there are some that are okay but still leave me oily later in the day (combination skin) and prone to milia. I've tried numerous BB creams/tinted moisturizers with SPF, but the ones with higher SPF (25+ which is what I'd prefer for my face if I'm going to bother with this) don't typically have a texture or staying power that I really like. And I don't want to pile on makeup. Soooo....I read a lot of reviews and found this. I've been using it for about 3 weeks. Every. Day. It really is very light, absorbs very quickly and I have had NO break-out issues with it. No oiliness. It's actually quite good as a light moisturizer under whatever foundation or makeup I want to wear. When it was colder, I would still layer it with another moisturizer, but for the summer I will skip that step entirely and stick with the sunscreen.So in summary:I am mid-twenties, combination skin with mild hormone-related acne, light/medium skin.Product does not cause oiliness (even t-zone mid-day)No breakoutsWorks as light moisturizerNo white cast, absorbs quickly and fullyMy skin likes it and I highly recommend."," May 6, 2013"
4676,Elise,1.0 out of 5 stars,Failed Consumer Reports SPF testing!,"  I was in love with this product because it was high SPF and it felt so light and not sunscreen-y, but Consumer Reports recently tested a bunch of sunscreen brands and EltaMD was one of the brands that did not live up to it's SPF claims. It was determined that EltaMD is actually less than SPF 30 (They weren't the only brand, I suggest looking up the full article). I had also given a bottle to my mom, who burns much easier than I do. When I told her about this article, she remarked that she thought she was burning too easily when she used it (compared to what she used previously), but she wasn't sure if she was imagining it or not. Now we know she wasn't... very disappointing."," June 22, 2015"
4677,Amanda,1.0 out of 5 stars,it made my face break out in more acne,"  I wanted this to work, but after using it a few times I noticed I was breaking out more than usual. I have oily skin so I'm more prone to getting blackheads/whiteheads. This product made my face more oily and I got more blackheads/whiteheads along with painful pimples as well. I returned it right away after the second use. I wouldn't recommend this to any of my friends but I can see based on other reviews that it did work for other people. That was the main reason why I wanted to try it, but clearly it did not work out for me."," December 12, 2011"
4678,MW,3.0 out of 5 stars,Allergic reaction,"  I loved this product until I realized it was causing my son and myself to develop hives.  The product is light and rubs in nicely.  There is no greasy feel, although, there is a slight chalky feel to it.  I love the dispenser because it is very easy to use.  I have never broken out in hives as far as I can remember, so I have no idea what is in this product that is causing the hives.  As long as you're not sensitive to this product, it is a great item."," March 7, 2012"
4679,Jacqueline,1.0 out of 5 stars,No way I would buy again,  I do not know where the high reviews come from. This moisturizer not only broke me out but it made my face drier. The more I put on to moisturizer it would only make my face whiter and whiter. I do not recommend at all.," October 7, 2012"
4680,Jon K.,5.0 out of 5 stars,"Great sunscreen.  Light, high SPF, not oily, & niacinamide.","  My favorite sunscreen that I have found so far.  It goes on clear, is light, high SPF, not oily, and it has niacinamide to help fade PIH.  It is a slightly more expensive for the amount you get, but it does work wonderfully.  It's a great physical sunscreen with Zinc Oxide vs the chemical options out there.  If you believe all sunscreens are equal you might want to check out the differences between physical and chemical sunscreens.  If you have a bad reaction to one it is worth trying the other type of sunscreen.  A downside that recently came up is that the dispenser has changed.  Before it used to work beautifully and a single pump would be enough to cover my entire face due to the air tightness of the bottle.  The new dispenser design allows air to get inside causing multiple pumps in order to get a proper portion.  But even with the flaw I still have to say it's one of the best sunscreens I have come across, I'd just wish they would revert back to the older dispenser design."," January 28, 2016"
4681,AT,1.0 out of 5 stars,It Broke Me out!!!,  This product was not for me! I used it just twice and it made me breakout. If you guys have sensitive and acne prone skin and please avoid using this.," September 16, 2011"
4682,katie voss,1.0 out of 5 stars,Amazing Sunscreen.,"  I like the EltaMD UVClear Board-Spectrum SPF 46,1.7 oz. I like theI like this product and use it every day."," July 21, 2017"
4683,steve piazza,1.0 out of 5 stars,Terrible reaction,"  This product clearly works well for the vast majority of those that purchase it but I was one of the few that had a terrible reaction.  This sunblock gave me the worst breakout I've had since high school.  My face looks like I was dragged behind a tank face first over gravel.  Hopefully this will not happen to you, but make sure you read the poor reviews so you know there is a chance this will happen to you as well.  I rarely get blemishes and I don't get break outs so this really caught me off guard."," July 26, 2013"
